Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",25-02-2023,16:00:00,86,98,20,1,14,29,19,98,Moderate
Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",25-02-2023,16:00:00,60,70,26,3,6,49,23,70,Moderate
Kerala,Kochi,"Vyttila, Kochi - Kerala PCB",25-02-2023,16:00:00,141,106,NA,NA,27,55,1,141,Sensitive groups
Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",25-02-2023,16:00:00,50,66,14,2,4,41,20,66,Moderate
Kerala,Kozhikode,"Palayam, Kozhikode - Kerala PCB",25-02-2023,16:00:00,75,59,10,73,16,44,8,75,Moderate
Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",25-02-2023,16:00:00,67,77,24,2,3,3,25,77,Moderate
Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",25-02-2023,16:00:00,74,69,8,2,9,50,16,74,Moderate
Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",25-02-2023,16:00:00,151,114,16,1,7,41,39,151,Unhealthy
Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",25-02-2023,16:00:00,71,93,40,3,10,36,96,96,Moderate
Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",25-02-2023,16:00:00,116,158,54,7,18,53,65,158,Unhealthy
Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",25-02-2023,16:00:00,69,95,37,4,25,52,105,105,Sensitive groups
Madhya Pradesh,Damoh,"Shrivastav Colony, Damoh - MPPCB",25-02-2023,16:00:00,48,49,9,NA,NA,26,NA,49,Good
Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",25-02-2023,16:00:00,NA,NA,NA,NA,NA,34,50,NA,NA
Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",25-02-2023,16:00:00,154,113,50,5,53,45,56,154,Unhealthy
Madhya Pradesh,Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB",25-02-2023,16:00:00,146,193,65,11,36,44,164,193,Unhealthy
Madhya Pradesh,Gwalior,"Maharaj Bada, Gwalior - MPPCB",25-02-2023,16:00:00,211,156,48,3,37,36,83,211,Very Unhealthy
